Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
06.03.2024 06:00,41,0.495,7.6
06.03.2024 05:50,41,0.495,7.6
06.03.2024 05:40,41,0.495,7.6
06.03.2024 05:30,41,0.495,7.6
06.03.2024 05:20,41,0.495,7.6
06.03.2024 05:10,41,0.495,7.6
06.03.2024 05:00,41,0.495,7.6
06.03.2024 04:00,41,0.495,7.6
06.03.2024 03:00,41,0.495,7.6
06.03.2024 02:00,41,0.495,7.6
06.03.2024 01:00,41,0.495,7.6
06.03.2024 00:00,41,0.495,7.6
05.03.2024 23:00,41,0.495,7.6
05.03.2024 22:00,41,0.495,7.6
05.03.2024 21:00,41,0.495,7.6
05.03.2024 20:00,41,0.495,7.6
05.03.2024 19:00,41,0.495,7.6
05.03.2024 18:00,41,0.495,7.6
05.03.2024 17:00,41,0.495,7.6
05.03.2024 16:00,41,0.495,7.6
05.03.2024 15:00,41,0.495,7.5
05.03.2024 14:00,41,0.495,7.5
05.03.2024 13:00,41,0.495,7.5
05.03.2024 12:00,41,0.495,7.5
05.03.2024 11:00,41,0.495,7.5
05.03.2024 10:00,41,0.495,7.6
05.03.2024 09:00,42,0.542,7.6
05.03.2024 08:00,42,0.542,7.6
05.03.2024 07:00,41,0.495,7.6
05.03.2024 06:00,42,0.542,7.6
