Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
28.01.2024 06:00,42,0.542,3.6
28.01.2024 05:50,42,0.542,3.6
28.01.2024 05:40,42,0.542,3.6
28.01.2024 05:30,43,0.593,3.6
28.01.2024 05:20,42,0.542,3.6
28.01.2024 05:10,43,0.593,3.6
28.01.2024 05:00,42,0.542,3.6
28.01.2024 04:00,42,0.542,3.7
28.01.2024 03:00,42,0.542,3.7
28.01.2024 02:00,43,0.593,3.7
28.01.2024 01:00,43,0.593,3.7
28.01.2024 00:00,42,0.542,3.7
27.01.2024 23:00,43,0.593,3.7
27.01.2024 22:00,43,0.593,3.7
27.01.2024 21:00,42,0.542,3.7
27.01.2024 20:00,42,0.542,3.7
27.01.2024 19:00,43,0.593,3.7
27.01.2024 18:00,43,0.593,3.7
27.01.2024 17:00,43,0.593,3.7
27.01.2024 16:00,43,0.593,3.7
27.01.2024 15:00,43,0.593,3.7
27.01.2024 14:00,43,0.593,3.7
27.01.2024 13:00,43,0.593,3.7
27.01.2024 12:00,43,0.593,3.7
27.01.2024 11:00,43,0.593,3.7
27.01.2024 10:00,43,0.593,3.7
27.01.2024 09:00,43,0.593,3.6
27.01.2024 08:00,44,0.647,3.7
27.01.2024 07:00,43,0.593,3.7
27.01.2024 06:00,43,0.593,3.7
