Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
26.07.2024 07:10,24,0.0744,22.9
26.07.2024 07:00,24,0.0744,22.9
26.07.2024 06:50,24,0.0744,22.9
26.07.2024 06:40,24,0.0744,23
26.07.2024 06:30,24,0.0744,23
26.07.2024 06:20,24,0.0744,23
26.07.2024 06:10,24,0.0744,23
26.07.2024 06:00,24,0.0744,23
26.07.2024 05:00,24,0.0744,23.1
26.07.2024 04:00,24,0.0744,23.3
26.07.2024 03:00,24,0.0744,23.4
26.07.2024 02:00,24,0.0744,23.5
26.07.2024 01:00,24,0.0744,23.6
26.07.2024 00:00,24,0.0744,23.8
25.07.2024 23:00,24,0.0744,23.9
25.07.2024 22:00,24,0.0744,24
25.07.2024 21:00,24,0.0744,24.2
25.07.2024 20:00,24,0.0744,24.3
25.07.2024 19:00,24,0.0744,24.4
25.07.2024 18:00,24,0.0744,24.4
25.07.2024 17:00,24,0.0744,24.4
25.07.2024 16:00,24,0.0744,24.2
25.07.2024 15:00,24,0.0744,24
25.07.2024 14:00,24,0.0744,23.8
25.07.2024 13:00,24,0.0744,23.5
25.07.2024 12:00,24,0.0744,23.3
25.07.2024 11:00,24,0.0744,23.2
25.07.2024 10:00,24,0.0744,23
25.07.2024 09:00,24,0.0744,23
25.07.2024 08:00,24,0.0744,23.1
25.07.2024 07:00,24,0.0744,23.2
