Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
06.02.2024 06:00,40,0.452,4.8
06.02.2024 05:50,40,0.452,4.8
06.02.2024 05:40,40,0.452,4.8
06.02.2024 05:30,40,0.452,4.8
06.02.2024 05:20,40,0.452,4.8
06.02.2024 05:10,40,0.452,4.8
06.02.2024 05:00,40,0.452,4.8
06.02.2024 04:00,40,0.452,4.8
06.02.2024 03:00,40,0.452,4.8
06.02.2024 02:00,40,0.452,4.8
06.02.2024 01:00,40,0.452,4.8
06.02.2024 00:00,40,0.452,4.8
05.02.2024 23:00,40,0.452,4.7
05.02.2024 22:00,41,0.495,4.7
05.02.2024 21:00,41,0.495,4.7
05.02.2024 20:00,41,0.495,4.7
05.02.2024 19:00,41,0.495,4.7
05.02.2024 18:00,41,0.495,4.7
05.02.2024 17:00,41,0.495,4.7
05.02.2024 16:00,41,0.495,4.7
05.02.2024 15:00,41,0.495,4.7
05.02.2024 14:00,41,0.495,4.7
05.02.2024 13:00,41,0.495,4.7
05.02.2024 12:00,41,0.495,4.6
05.02.2024 11:00,41,0.495,4.6
05.02.2024 10:00,41,0.495,4.6
05.02.2024 09:00,18,0.0215,4.5
05.02.2024 08:00,40,0.452,4.5
05.02.2024 07:00,40,0.452,4.5
05.02.2024 06:00,40,0.452,4.5
