Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
04.08.2024 07:00,25,0.0849,23
04.08.2024 06:50,25,0.0849,23.1
04.08.2024 06:40,25,0.0849,23.1
04.08.2024 06:30,25,0.0849,23.1
04.08.2024 06:20,25,0.0849,23.1
04.08.2024 06:10,25,0.0849,23.1
04.08.2024 06:00,25,0.0849,23.1
04.08.2024 05:00,25,0.0849,23.1
04.08.2024 04:00,25,0.0849,23.2
04.08.2024 03:00,25,0.0849,23.3
04.08.2024 02:00,25,0.0849,23.3
04.08.2024 01:00,25,0.0849,23.4
04.08.2024 00:00,25,0.0849,23.5
03.08.2024 23:00,25,0.0849,23.6
03.08.2024 22:00,25,0.0849,23.7
03.08.2024 21:00,25,0.0849,23.8
03.08.2024 20:00,25,0.0849,23.9
03.08.2024 19:00,25,0.0849,23.9
03.08.2024 18:00,25,0.0849,23.9
03.08.2024 17:00,25,0.0849,23.8
03.08.2024 16:00,25,0.0849,23.7
03.08.2024 15:00,25,0.0849,23.5
03.08.2024 14:00,25,0.0849,23.2
03.08.2024 13:00,25,0.0849,23
03.08.2024 12:00,25,0.0849,22.8
03.08.2024 11:00,25,0.0849,22.7
03.08.2024 10:00,25,0.0849,22.7
03.08.2024 09:00,25,0.0849,22.7
03.08.2024 08:00,25,0.0849,22.7
03.08.2024 07:00,25,0.0849,22.8
