Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
24.05.2024 07:00,26,0.0941,17.2
24.05.2024 06:50,26,0.0941,17.2
24.05.2024 06:40,26,0.0941,17.2
24.05.2024 06:30,26,0.0941,17.2
24.05.2024 06:20,26,0.0941,17.1
24.05.2024 06:10,26,0.0941,17.1
24.05.2024 06:00,26,0.0941,17.1
24.05.2024 05:00,26,0.0941,17
24.05.2024 04:00,26,0.0941,16.9
24.05.2024 03:00,26,0.0941,16.7
24.05.2024 02:00,26,0.0941,16.4
24.05.2024 01:00,26,0.0941,16
24.05.2024 00:00,26,0.0941,15.7
23.05.2024 23:00,26,0.0941,15.7
23.05.2024 22:00,43,0.593,15.8
23.05.2024 21:00,43,0.593,16
23.05.2024 20:00,43,0.593,16.2
23.05.2024 19:00,43,0.593,16.6
23.05.2024 18:00,43,0.593,17
23.05.2024 17:00,43,0.593,17.5
23.05.2024 16:00,43,0.593,17.9
23.05.2024 15:00,31,0.179,17.9
23.05.2024 14:00,26,0.0941,17.7
23.05.2024 13:00,26,0.0941,17.6
23.05.2024 12:00,26,0.0941,17.3
23.05.2024 11:00,26,0.0941,17.2
23.05.2024 10:00,26,0.0941,17
23.05.2024 09:00,26,0.0941,16.9
23.05.2024 08:00,26,0.0941,16.9
23.05.2024 07:00,26,0.0941,16.8
