Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
07.05.2024 07:00,25,0.0822,17.1
07.05.2024 06:50,25,0.0822,17.1
07.05.2024 06:40,25,0.0822,17.1
07.05.2024 06:30,25,0.0822,17.1
07.05.2024 06:20,25,0.0822,17.1
07.05.2024 06:10,25,0.0822,17.1
07.05.2024 06:00,25,0.0822,17.1
07.05.2024 05:00,25,0.0822,17.2
07.05.2024 04:00,25,0.0822,17.2
07.05.2024 03:00,25,0.0822,17.3
07.05.2024 02:00,24,0.0711,17.3
07.05.2024 01:00,24,0.0711,17.4
07.05.2024 00:00,24,0.0711,17.4
06.05.2024 23:00,24,0.0711,17.5
06.05.2024 22:00,24,0.0711,17.5
06.05.2024 21:00,24,0.0711,17.5
06.05.2024 20:00,24,0.0711,17.5
06.05.2024 19:00,24,0.0711,17.4
06.05.2024 18:00,24,0.0711,17.2
06.05.2024 17:00,24,0.0711,17.1
06.05.2024 16:00,25,0.0822,16.9
06.05.2024 15:00,25,0.0822,16.7
06.05.2024 14:00,25,0.0822,16.6
06.05.2024 13:00,25,0.0822,16.5
06.05.2024 12:00,25,0.0822,16.5
06.05.2024 11:00,23,0.0608,16.4
06.05.2024 10:00,23,0.0608,16.4
06.05.2024 09:00,23,0.0608,16.4
06.05.2024 08:00,24,0.0711,16.4
06.05.2024 07:00,25,0.0822,16.5
