Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
11.04.2024 07:00,33,0.226,14.6
11.04.2024 06:50,33,0.226,14.6
11.04.2024 06:40,33,0.226,14.6
11.04.2024 06:30,33,0.226,14.7
11.04.2024 06:20,33,0.226,14.7
11.04.2024 06:10,33,0.226,14.7
11.04.2024 06:00,33,0.226,14.7
11.04.2024 05:00,33,0.226,14.7
11.04.2024 04:00,33,0.226,14.8
11.04.2024 03:00,33,0.226,14.8
11.04.2024 02:00,33,0.226,14.9
11.04.2024 01:00,33,0.226,14.9
11.04.2024 00:00,33,0.226,14.9
10.04.2024 23:00,33,0.226,14.9
10.04.2024 22:00,33,0.226,14.9
10.04.2024 21:00,33,0.226,15
10.04.2024 20:00,33,0.226,15
10.04.2024 19:00,33,0.226,15
10.04.2024 18:00,33,0.226,15
10.04.2024 17:00,33,0.226,15
10.04.2024 16:00,34,0.252,15
10.04.2024 15:00,33,0.226,14.9
10.04.2024 14:00,34,0.252,14.8
10.04.2024 13:00,34,0.252,14.6
10.04.2024 12:00,34,0.252,14.5
10.04.2024 11:00,33,0.226,14.4
10.04.2024 10:00,25,0.0822,14.5
10.04.2024 09:00,33,0.226,14.5
10.04.2024 08:00,33,0.226,14.6
10.04.2024 07:00,33,0.226,14.7
