Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
13.08.2024 07:10,31,0.178,24.6
13.08.2024 07:00,31,0.178,24.6
13.08.2024 06:50,31,0.178,24.6
13.08.2024 06:40,31,0.178,24.6
13.08.2024 06:30,31,0.178,24.6
13.08.2024 06:20,31,0.178,24.7
13.08.2024 06:10,31,0.178,24.7
13.08.2024 06:00,31,0.178,24.7
13.08.2024 05:00,31,0.178,24.8
13.08.2024 04:00,31,0.178,25
13.08.2024 03:00,31,0.178,25.1
13.08.2024 02:00,31,0.178,25.3
13.08.2024 01:00,31,0.178,25.4
13.08.2024 00:00,31,0.178,25.6
12.08.2024 23:00,31,0.178,25.9
12.08.2024 22:00,31,0.178,26.3
12.08.2024 21:00,31,0.178,26.7
12.08.2024 20:00,31,0.178,26.9
12.08.2024 19:00,31,0.178,27
12.08.2024 18:00,31,0.178,27.1
12.08.2024 17:00,31,0.178,27.1
12.08.2024 16:00,31,0.178,27
12.08.2024 15:00,31,0.178,26.8
12.08.2024 14:00,31,0.178,26.3
12.08.2024 13:00,31,0.178,25.7
12.08.2024 12:00,31,0.178,25.3
12.08.2024 11:00,31,0.178,24.8
12.08.2024 10:00,31,0.178,24.4
12.08.2024 09:00,31,0.178,24
12.08.2024 08:00,31,0.178,23.9
12.08.2024 07:00,32,0.2,23.9
