Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
12.07.2024 07:10,24,0.0744,23.7
12.07.2024 07:00,24,0.0744,23.7
12.07.2024 06:50,24,0.0744,23.7
12.07.2024 06:40,24,0.0744,23.8
12.07.2024 06:30,24,0.0744,23.8
12.07.2024 06:20,24,0.0744,23.8
12.07.2024 06:10,24,0.0744,23.8
12.07.2024 06:00,24,0.0744,23.8
12.07.2024 05:00,24,0.0744,23.9
12.07.2024 04:00,24,0.0744,24
12.07.2024 03:00,24,0.0744,24
12.07.2024 02:00,24,0.0744,24.1
12.07.2024 01:00,24,0.0744,24.2
12.07.2024 00:00,24,0.0744,24.3
11.07.2024 23:00,24,0.0744,24.5
11.07.2024 22:00,24,0.0744,24.6
11.07.2024 21:00,24,0.0744,24.8
11.07.2024 20:00,24,0.0744,25
11.07.2024 19:00,24,0.0744,25.1
11.07.2024 18:00,24,0.0744,25.2
11.07.2024 17:00,24,0.0744,25
11.07.2024 16:00,24,0.0744,24.8
11.07.2024 15:00,24,0.0744,24.5
11.07.2024 14:00,24,0.0744,24.3
11.07.2024 13:00,24,0.0744,24
11.07.2024 12:00,24,0.0744,23.7
11.07.2024 11:00,24,0.0744,23.4
11.07.2024 10:00,24,0.0744,23.2
11.07.2024 09:00,24,0.0744,23.2
11.07.2024 08:00,24,0.0744,23.2
11.07.2024 07:00,24,0.0744,23.2
