Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
28.10.2024 06:10,26,0.0964,12.6
28.10.2024 06:00,26,0.0964,12.6
28.10.2024 05:50,26,0.0964,12.6
28.10.2024 05:40,26,0.0964,12.6
28.10.2024 05:30,26,0.0964,12.6
28.10.2024 05:20,26,0.0964,12.6
28.10.2024 05:10,26,0.0964,12.6
28.10.2024 05:00,26,0.0964,12.6
28.10.2024 04:00,26,0.0964,12.6
28.10.2024 03:00,26,0.0964,12.6
28.10.2024 02:00,26,0.0964,12.6
28.10.2024 01:00,26,0.0964,12.6
28.10.2024 00:00,26,0.0964,12.7
27.10.2024 23:00,26,0.0964,12.7
27.10.2024 22:00,27,0.109,12.7
27.10.2024 21:00,26,0.0964,12.7
27.10.2024 20:00,26,0.0964,12.7
27.10.2024 19:00,26,0.0964,12.7
27.10.2024 18:00,26,0.0964,12.7
27.10.2024 17:00,26,0.0964,12.8
27.10.2024 16:00,26,0.0964,12.9
27.10.2024 15:00,26,0.0964,12.9
27.10.2024 14:00,26,0.0964,12.9
27.10.2024 13:00,27,0.109,13
27.10.2024 12:00,26,0.0964,13
27.10.2024 11:00,26,0.0964,12.9
27.10.2024 10:00,27,0.109,12.9
27.10.2024 09:00,27,0.109,12.9
27.10.2024 08:00,26,0.0964,12.9
27.10.2024 07:00,26,0.0964,12.9
27.10.2024 06:00,26,0.0964,12.9
