Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
30.04.2024 07:00,25,0.0822,15.9
30.04.2024 06:50,25,0.0822,15.9
30.04.2024 06:40,25,0.0822,15.9
30.04.2024 06:30,25,0.0822,15.9
30.04.2024 06:20,25,0.0822,15.9
30.04.2024 06:10,25,0.0822,16
30.04.2024 06:00,25,0.0822,16
30.04.2024 05:00,25,0.0822,16.1
30.04.2024 04:00,25,0.0822,16.2
30.04.2024 03:00,25,0.0822,16.3
30.04.2024 02:00,25,0.0822,16.4
30.04.2024 01:00,25,0.0822,16.5
30.04.2024 00:00,25,0.0822,16.6
29.04.2024 23:00,25,0.0822,16.7
29.04.2024 22:00,25,0.0822,16.7
29.04.2024 21:00,25,0.0822,16.7
29.04.2024 20:00,25,0.0822,16.6
29.04.2024 19:00,25,0.0822,16.5
29.04.2024 18:00,25,0.0822,16.4
29.04.2024 17:00,25,0.0822,16.2
29.04.2024 16:00,25,0.0822,15.9
29.04.2024 15:00,26,0.0941,15.6
29.04.2024 14:00,26,0.0941,15.3
29.04.2024 13:00,26,0.0941,15
29.04.2024 12:00,26,0.0941,14.7
29.04.2024 11:00,26,0.0941,14.5
29.04.2024 10:00,26,0.0941,14.4
29.04.2024 09:00,21,0.0427,14.4
29.04.2024 08:00,25,0.0822,14.5
29.04.2024 07:00,25,0.0822,14.5
